text,date,game
got to talk to each one of them which,11/9/2018,16
was good before they went out the right,11/9/2018,16
way and so that made a little more,11/9/2018,16
special but you know it's just it's,11/9/2018,16
fantastic for them and their families,11/9/2018,16
and I think it's a real honor,11/9/2018,16
not a good road start as your club has,11/10/2018,17
had here Mike just unable to capitalize,11/10/2018,17
it moving forward well we didn't score,11/10/2018,17
and then they came out and didn't they,11/10/2018,17
got energy and obviously then the rest,11/10/2018,17
is history so it's you know it's an,11/10/2018,17
unfortunate thing we didn't we didn't,11/10/2018,17
get her done when we had all those,11/10/2018,17
opportunities early and in the end we,11/10/2018,17
have she's thinking scored I think we're,11/10/2018,17
like I said we're all over them you know,11/10/2018,17
when they get to the first period,11/10/2018,17
through the first period and nothing's,11/10/2018,17
happened the hordes so I thought we came,11/10/2018,17
out and started they scored and then,11/10/2018,17
they got energy and they were quicker,11/10/2018,17
than us at the second crude I still,11/10/2018,17
thought we had a real good start to the,11/10/2018,17
third we got her so setup when we took,11/10/2018,17
the penalty well they really did on the,11/10/2018,17
power play I mean I got a couple they're,11/10/2018,17
on the power play for sure I thought,11/10/2018,17
they were good obviously they're a real,11/10/2018,17
good line and their power play has,11/10/2018,17
really been clicking coming in it's not,11/10/2018,17
the best in the league but it's it's,11/10/2018,17
moving too fast in that direction and,11/10/2018,17
you got to give him credit he's a good,11/10/2018,17
player and it's playing with good line,11/10/2018,17
meets what do you see in Garrett tonight,11/10/2018,17
well I mean I don't know I haven't,11/10/2018,17
looked at the tape so I can't really,11/10/2018,17
tell you there the bottom line is you,11/10/2018,17
went together and lose together and we,11/10/2018,17
got off to a good start we had,11/10/2018,17
everything going the way we want it I,11/10/2018,17
look like we were prepared look like we,11/10/2018,17
had good energy in the end they were,11/10/2018,17
better long season you're 6 and 1 on the,11/10/2018,17
road headed to California you've got to,11/10/2018,17
be happy overall in the big picture in,11/10/2018,17
that regard yeah I mean I don't think,11/10/2018,17
about six and one I think about all in,11/10/2018,17
one tonight that's where we're playing,11/10/2018,17
tonight's game it will just get,11/10/2018,17
regrouped and get back at her but things,11/10/2018,17
have gone well for us all year and we,11/10/2018,17
plan on regrouping in the playoff,11/10/2018,17
like we know but all the skill and,11/13/2018,18
esteem of this speed essential to like,11/13/2018,18
creating what you guys were able to,11/13/2018,18
accomplish yeah we talked about that,11/13/2018,18
well maybe we wanted to play fast all,11/13/2018,18
this later and they want to get off to a,11/13/2018,18
good start on this trip I thought we did,11/13/2018,18
that tonight so good one for they called,11/13/2018,18
more felons tonight we played pretty,11/13/2018,18
much the same most times it was nice,11/13/2018,18
power play to score get that feeling,11/13/2018,18
back to that good chances out in the,11/13/2018,18
score so it's good for the power play,11/13/2018,18
how essential guys like nasim and John,11/13/2018,18
in the middle when you've got guys like,11/13/2018,18
Morgan and Mitch able to get them the,11/13/2018,18
why they're real important,11/13/2018,18
obviously on our goals tonight the net,11/13/2018,18
you know to me that's that's why you,11/13/2018,18
score you need people out the net,11/13/2018,18
all about speedin club depth here,11/15/2018,19
tonight Mike in terms of the yeah I,11/15/2018,19
thought we did a good job obviously you,11/15/2018,19
know a good discipline and I thought we,11/15/2018,19
played pretty good it was a good win,11/15/2018,19
here it's always hard to win in here,11/15/2018,19
they've got a good hockey club real,11/15/2018,19
active back in but I thought we got good,11/15/2018,19
goaltending and and pretty good,11/15/2018,19
specialty teams and then the info no way,11/15/2018,19
to win well I mean we started real good,11/15/2018,19
and then we stopped playing on the last,11/15/2018,19
ten and we just said instead of you know,11/15/2018,19
getting involved in all the crop why,11/15/2018,19
don't we just play because we're quicker,11/15/2018,19
than them and and so in the end I,11/15/2018,19
thought when we got refocused we got,11/15/2018,19
playing better a lot her second period,11/15/2018,19
was their best yeah I thought they were,11/15/2018,19
good tonight I thought Lindy's line was,11/15/2018,19
that's the best they've been but I,11/15/2018,19
thought ghost line was effective as well,11/15/2018,19
so who had good depth and you know,11/15/2018,19
that's where it's important on over,11/15/2018,19
player guys so I was important,11/15/2018,19
you felt like it you guys were at the,11/15/2018,19
game right okay no I mean obviously the,11/15/2018,19
biggest thing about those is it got us a,11/15/2018,19
power play to start the game they're,11/15/2018,19
gonna say it's not a power play goal cuz,11/15/2018,19
I think it was one second or something,11/15/2018,19
that's power play goal it's a great way,11/15/2018,19
to start the game you like to score,11/15/2018,19
first I thought we did that to me you,11/15/2018,19
know there's no one tougher on their,11/15/2018,19
team than Big Joe Big Joe wants to look,11/15/2018,19
after something that happened in the,11/15/2018,19
past he could probably do that so to me,11/15/2018,19
it was good for now is now is that kind,11/15/2018,19
of guys a little bit greasy anyway so,11/15/2018,19
why not iced intelligence and,11/15/2018,19
aggressiveness a key offensively,11/15/2018,19
short-handed here tonight well I just,11/15/2018,19
thought we had some good looks you know,11/15/2018,19
obviously short-handed we cut out a,11/15/2018,19
couple more but we hit the post there or,11/15/2018,19
I'm on the other one I just thought that,11/15/2018,19
our penalty kill was good we're on our,11/15/2018,19
toes pretty good and in the end like I,11/15/2018,19
said good goaltending,11/15/2018,19
was that a grinding victory mic well,11/16/2018,20
obviously I mean it's our fifth game in,11/16/2018,20
eight nights and you know when you look,11/16/2018,20
at this schedule and it's like that you,11/16/2018,20
don't know figuring out much opportunity,11/16/2018,20
by third guys stayed with it here,11/16/2018,20
tonight I didn't think our energy was,11/16/2018,20
like it's been but I thought we found a,11/16/2018,20
way to win the game and you know it was,11/16/2018,20
good for sparks to was ideally now he,11/16/2018,20
can relax and and earn some confidence,11/16/2018,20
and feel good about himself and play,11/16/2018,20
well in the National League well I just,11/16/2018,20
think he he just does a right and you,11/16/2018,20
know lots of nights in a league you,11/16/2018,20
don't have your best of but as long as,11/16/2018,20
you compete and you work hard and things,11/16/2018,20
are gonna go your way and obviously it,11/16/2018,20
was good play by him real good play by,11/16/2018,20
McKeon and rice to finish it off we,11/16/2018,20
needed points and it was good we got him,11/16/2018,20
why that I thought it was Gardner's best,11/16/2018,20
game tonight maybe of the year and you,11/16/2018,20
know was he's always steady for us so,11/16/2018,20
obviously our top four does a real good,11/16/2018,20
job for us that way yeah that's great,11/16/2018,20
question don't know the answer a lot I,11/16/2018,20
just know that you know he was obviously,11/16/2018,20
feeling real good out there was smooth,11/16/2018,20
he was skating he was moving the boxes,11/16/2018,20
it was physically determined he was a,11/16/2018,20
good player my finish can be fleeting,11/16/2018,20
Mike what's enabled your club to keep it,11/16/2018,20
for such a long stretch that's a real,11/16/2018,20
good question you know I think partly we,11/16/2018,20
got some real good veterans in haensi,11/16/2018,20
and Tavares and Marlo and then just try,11/16/2018,20
to be steady on the rudder I mean we,11/16/2018,20
think we have a chance to be a real good,11/16/2018,20
team over time and just got to keep,11/16/2018,20
building but the league's very very good,11/16/2018,20
and each night you play a team you look,11/16/2018,20
at the other team before the game each,11/16/2018,20
night and you wonder a whole how are we,11/16/2018,20
gonna win and but you know you just find,11/16/2018,20
a way to do things right we've got good,11/16/2018,20
goaltending pretty good specialty teams,11/16/2018,20
and we're finding ways,11/16/2018,20
yeah I mean you know I've had lots good,11/16/2018,20
teams come out here and not do it and,11/16/2018,20
you know one of these teams always get,11/16/2018,20
you back to back and usually they get,11/16/2018,20
you time we're fortunate obviously to,11/16/2018,20
win the hockey game but you know it's,11/16/2018,20
just like anything you just try to March,11/16/2018,20
ahead so you know we got a big game when,11/16/2018,20
we get home we'll fly home tomorrow and,11/16/2018,20
try to have get rested and and then,11/16/2018,20
skate and get prepared for the next game,11/16/2018,20
was there an aspect of a team victory,11/19/2018,21
that stood up for you here tonight well,11/19/2018,21
I mean I thought it looked like we were,11/19/2018,21
gonna get out of the first down one,11/19/2018,21
nothing and I thought that was great I,11/19/2018,21
mean obviously we're skating in mud,11/19/2018,21
there and we're going very good but you,11/19/2018,21
know I like it sign up good team we had,11/19/2018,21
good goaltending incentive good team,11/19/2018,21
that you're able to kind of get yourself,11/19/2018,21
gathered when you had no legs and get,11/19/2018,21
playing and just stick with it and find,11/19/2018,21
a way to win,11/19/2018,21
you know I thought Lindy's landed a real,11/19/2018,21
good job for us tonight and then you,11/19/2018,21
know one of the guys kind of came alive,11/19/2018,21
and we found a way but well Freddie it,11/19/2018,21
doesn't that well I think you know he's,11/19/2018,21
a real good person we like him he's got,11/19/2018,21
good speed he's got some skill on the,11/19/2018,21
powerplay,11/19/2018,21
it hasn't showed up and points for him,11/19/2018,21
but it will it's always nice when a guy,11/19/2018,21
like that gets cool so that it needs a,11/19/2018,21
little more confidence they'll start,11/19/2018,21
going in for me it hurt the perk that,11/19/2018,21
post earlier there Natan Anaheim he was,11/19/2018,21
home free wide open in front of the net,11/19/2018,21
and miss the net you know as his,11/19/2018,21
confidence comes back he'll start to,11/19/2018,21
score a little bit so it's good for him,11/19/2018,21
[Music],11/19/2018,21
he's coming obviously he just keeps,11/19/2018,21
getting better he's still a kid and it's,11/19/2018,21
hard to be real consistent real good,11/19/2018,21
defensively and offensively every night,11/19/2018,21
a national league when your kid on the,11/19/2018,21
back end but I mean he made a real good,11/19/2018,21
play I mean obviously I wasn't the worst,11/19/2018,21
and she had it set up because I'm stuck,11/19/2018,21
the drawn and I'm going in that there,11/19/2018,21
for him so you know good play and a big,11/19/2018,21
goal obviously for us,11/19/2018,21
you always talk about starting on time,11/21/2018,22
like what negated the process here,11/21/2018,22
tonight boys think they were prepared,11/21/2018,22
and they worked and they were excited,11/21/2018,22
you know we talked about the processor,11/21/2018,22
today and being ready and we weren't,11/21/2018,22
anyway look if you don't when he battles,11/21/2018,22
any races is it done there my skill you,11/21/2018,22
have so I really thought in the end you,11/21/2018,22
know we had the game close we had,11/21/2018,22
opportunity even six on five and all,11/21/2018,22
that we had opportunity but in saying,11/21/2018,22
that is the right team one the team that,11/21/2018,22
started on time worked the Hearst in the,11/21/2018,22
end even though we turned the game and,11/21/2018,22
did all those things,11/21/2018,22
not enough guys in and not prepare,11/21/2018,22
worked tough game you know erases any,11/21/2018,22
battle so we weren't prepared to go for,11/21/2018,22
whatever reason I mean it's not like we,11/21/2018,22
didn't have a normal day with normal,11/21/2018,22
process and try to get prepared but we,11/21/2018,22
weren't prepared so we're gonna take a,11/21/2018,22
quick look at herself and get ready for,11/21/2018,22
the next one because nothing we can do,11/21/2018,22
to fix this one now no but the message,11/21/2018,22
is pretty clear if you don't work you,11/21/2018,22
don't win no I don't think so I mean you,11/21/2018,22
know I've gone through and calling them,11/21/2018,22
all here but there was just you got a,11/21/2018,22
playwright I didn't think it was any,11/21/2018,22
trouble in the second period when we,11/21/2018,22
were playing right so anyway bottom line,11/21/2018,22
is we didn't get what we wanted here,11/21/2018,22
today and ideally a good lesson for all,11/21/2018,22
of us we're not prepared we've got no,11/21/2018,22
chance to have success and,11/21/2018,22
it's Mike the beauty of the schedule is,11/23/2018,23
you get to do this all over again,11/23/2018,23
tomorrow with her parts of tonight's,11/23/2018,23
game you'd like to carry and at least,11/23/2018,23
the positive side obviously well I,11/23/2018,23
thought tonight that might be as good a,11/23/2018,23
role game we played in a while to be,11/23/2018,23
honest with you I thought when you look,11/23/2018,23
at this series with him probably ended,11/23/2018,23
the way it should we they should have,11/23/2018,23
won in her building we probably should,11/23/2018,23
have won in here but that's the way it,11/23/2018,23
goes I thought our guys skated good move,11/23/2018,23
puck we turned the puck over on the,11/23/2018,23
first goal then on their fourth cool and,11/23/2018,23
so you can't do that but the bottom line,11/23/2018,23
is we played heavy we played fast we had,11/23/2018,23
lots of good things now we got to just,11/23/2018,23
take the energy in the morning obviously,11/23/2018,23
Philly played today which is nice know,11/23/2018,23
their home watching our game and waiting,11/23/2018,23
for us but we'll get re-energized and,11/23/2018,23
ready for tomorrow I thought well I mean,11/23/2018,23
we had a tavares line dominating the,11/23/2018,23
game obviously I thought we had,11/23/2018,23
everybody on work tonight you know I,11/23/2018,23
said we had that turnover I think right,11/23/2018,23
away really took control the game and,11/23/2018,23
played really really well but we didn't,11/23/2018,23
score and they did and that's the way go,11/23/2018,23
some well I mean when you win a game and,11/23/2018,23
you steal it you don't think like idea,11/23/2018,23
so I guess you know I mean these things,11/23/2018,23
happen over I like the way we play if,11/23/2018,23
you do good things the process normally,11/23/2018,23
evens its way out,11/23/2018,23
I thought tonight's game was a real good,11/23/2018,23
bounce-back from our game in Carolina we,11/23/2018,23
didn't get what we wanted which is the,11/23/2018,23
two points and saying all that the,11/23/2018,23
process was good the work ethic was good,11/23/2018,23
and we did a lot of positive I thought,11/23/2018,23
that right there that short-handed goal,11/23/2018,23
was four on four and we never really got,11/23/2018,23
organized we tried to jam it in it and,11/23/2018,23
we got and then we we took her big group,11/23/2018,23
off and put her our second group on and,11/23/2018,23
they couldn't get organized so that was,11/23/2018,23
something we got it we had to do a,11/23/2018,23
better job of moving ahead we know that,11/23/2018,23
and understand that can't just get,11/23/2018,23
chances you got to get goals,11/23/2018,23
important was that the start the way you,11/24/2018,24
got it here tonight quickly and with,11/24/2018,24
speed,11/24/2018,24
yeah no obviously I thought played quick,11/24/2018,24
I mean real good for Johnny anytime,11/24/2018,24
you've been a real good player in the,11/24/2018,24
minors and then you come to a national,11/24/2018,24
leak and you know you're trying to find,11/24/2018,24
your way I think you got her in,11/24/2018,24
confidence and that would really help,11/24/2018,24
him here tonight so I was positive but I,11/24/2018,24
feel the guys dad and score got to score,11/24/2018,24
so I think that was a good thing yeah,11/24/2018,24
you know I hadn't thought about that,11/24/2018,24
part today I it's my assumption we're,11/24/2018,24
getting both back you know obviously,11/24/2018,24
we'll be a better hockey club when we,11/24/2018,24
have them both they give you a whole,11/24/2018,24
nother line and give you a much more,11/24/2018,24
depth and and you know ideally that's,11/24/2018,24
what you had in mind when you started,11/24/2018,24
the year so you know expected to have it,11/24/2018,24
a lot sooner than I have but we'll be,11/24/2018,24
excited to have them both,11/24/2018,24
yeah you're important when you're in the,11/24/2018,24
fourth line everybody is important on a,11/24/2018,24
team right all 23 people so that's the,11/24/2018,24
first thing the second thing is is is,11/24/2018,24
you're just learning the details of the,11/24/2018,24
game you're learning how big people are,11/24/2018,24
you don't know how to hold on the puck,11/24/2018,24
you learn how to stand up in traffic,11/24/2018,24
you're learning how to play in your own,11/24/2018,24
zone and you think you do but you find,11/24/2018,24
out when you get here you didn't have,11/24/2018,24
any details because the league didn't,11/24/2018,24
need the same kind of details because,11/24/2018,24
the players weren't as good so that's,11/24/2018,24
the biggest process for you and then,11/24/2018,24
everything about Liga and I've said this,11/24/2018,24
before teach your confidence the way the,11/24/2018,24
players do good and you never touch the,11/24/2018,24
puck and so but for Johnny tonight this,11/24/2018,24
is a big step now can he turn it into,11/24/2018,24
something and get some rhythm in his,11/24/2018,24
game and get going ideally you said that,11/24/2018,24
okay yeah you know I think the biggest,11/24/2018,24
problem with talking is you got to back,11/24/2018,24
that up then right and so I just the,11/24/2018,24
biggest thing I'd say to you is all,11/24/2018,24
these guys are trying to take steps so,11/24/2018,24
just no different than Johnny tonight,11/24/2018,24
anytime you get in the net and you find,11/24/2018,24
a way to play well and you find a way to,11/24/2018,24
win I think that's a step but I also,11/24/2018,24
think it's a process it's a hardly can,11/24/2018,24
we see goalies all the time how hard it,11/24/2018,24
is to survive in this league there's,11/24/2018,24
real shooters and it's tough on you,11/24/2018,24
mentally so the best thing you can do is,11/24/2018,24
enjoy tonight and get back to work,11/24/2018,24
tomorrow,11/24/2018,24
[Music],11/24/2018,24
well I don't think they're sensing it I,11/24/2018,24
think they know what you know they're,11/24/2018,24
smart dyes well I mean you know I,11/24/2018,24
thought we played well and then got away,11/24/2018,24
from and got back to it but you know,11/24/2018,24
tonight I mean ideally everyone salon,11/24/2018,24
when you need it you need a power play,11/24/2018,24
tonight to stab some rhythm off the,11/24/2018,24
bench too and you know there was not a,11/24/2018,24
whole bunch going on to call panel news,11/24/2018,24
about tonight,11/24/2018,24
total team victory Mike in terms of,11/26/2018,25
everyone yeah I thought you know I,11/26/2018,25
thought the honestly I thought we got,11/26/2018,25
off to a good start I thought were,11/26/2018,25
playing good I thought they were better,11/26/2018,25
than us in the second period especially,11/26/2018,25
in the first 50 minutes had two power,11/26/2018,25
plays were we couldn't clear the puck we,11/26/2018,25
had multiple opportunities to and we,11/26/2018,25
didn't and then they scored they didn't,11/26/2018,25
score on the second one but I mean they,11/26/2018,25
could have easy scored and I thought it,11/26/2018,25
took us a while to kind of recover after,11/26/2018,25
that and get playing the way we were,11/26/2018,25
cooked and and then you know I thought,11/26/2018,25
the third period was pretty even but the,11/26/2018,25
power plays I mean obviously we scored,11/26/2018,25
on the power play but they're powerful,11/26/2018,25
it was very dangerous the two times they,11/26/2018,25
had it there in the second and I thought,11/26/2018,25
that's when they tilted the game and had,11/26/2018,25
it going their way,11/26/2018,25
well I think that's what you think with,11/26/2018,25
all good players is not you know I think,11/26/2018,25
if you're watching them I think you,11/26/2018,25
think when 88 gets the puck he's playing,11/26/2018,25
a different game than everybody else -,11/26/2018,25
good what's amazing as most of us have,11/26/2018,25
no time in space whatsoever we're,11/26/2018,25
banging it here and banging it there and,11/26/2018,25
chasing it and then the really good guy,11/26/2018,25
seemed to have all the time in the world,11/26/2018,25
and that's what you're talking about,11/26/2018,25
that's why they're just they're gliding,11/26/2018,25
all over the rink and it seems,11/26/2018,25
effortless and it seems like fun and,11/26/2018,25
they have the puck all the time and you,11/26/2018,25
can't figure out why but they're just,11/26/2018,25
better than your bails,11/26/2018,25
well I mean the goals I mean nice for,11/26/2018,25
the kid they've got a goal and all that,11/26/2018,25
but what I like about it means the elite,11/26/2018,25
passer and he's a great big body he's,11/26/2018,25
gonna become a really good penalty,11/26/2018,25
killer for you no one can crack his,11/26/2018,25
wrists and clear the puck we haven't,11/26/2018,25
played him in that situation at all but,11/26/2018,25
we think he can become that you know the,11/26/2018,25
biggest thing when you come from the big,11/26/2018,25
ice,11/26/2018,25
the little ice is everything so much,11/26/2018,25
quicker you got used to it but he can,11/26/2018,25
really shoot the puck he hasn't showed,11/26/2018,25
that yet but he can pass it and he's not,11/26/2018,25
afraid he can take the hit and make the,11/26/2018,25
play at the same time to me that's where,11/26/2018,25
he's kind of separated himself yeah I,11/26/2018,25
mean you know it's like anything you're,11/26/2018,25
what you're trying to do is you're,11/26/2018,25
trying to get to be really deep and if,11/26/2018,25
you're gonna have success in the end,11/26/2018,25
it's not going to be about one line the,11/26/2018,25
one line teams are always out of the,11/26/2018,25
playoffs it's gonna be about having four,11/26/2018,25
lines and 60 and maybe 8d that can play,11/26/2018,25
and so that's our goal is to build,11/26/2018,25
players as your goes on you have to,11/26/2018,25
stick with the process and the process,11/26/2018,25
allows you to win in the mean time but,11/26/2018,25
you got to develop players got to find,11/26/2018,25
players and every time someone gets hurt,11/26/2018,25
or was not here someone else gets an,11/26/2018,25
opportunity and I think that's what,11/26/2018,25
you're seeing with our group and ideally,11/26/2018,25
we'll end up deeper,11/26/2018,25
is on the bench and off how do you like,11/28/2018,26
your team's effort in terms of,11/28/2018,26
contributing to all the offense we saw,11/28/2018,26
here tonight yeah I thought we loved we,11/28/2018,26
obviously scored goals I didn't I don't,11/28/2018,26
know if we skated as good as we normally,11/28/2018,26
skate to be honest with you you know we,11/28/2018,26
I don't know when the last time we had a,11/28/2018,26
real practice and ever since we came,11/28/2018,26
back from the west coast I don't know if,11/28/2018,26
Lee skated as good as we can yet we have,11/28/2018,26
good players we found a way to play good,11/28/2018,26
nothing and when and you know a big win,11/28/2018,26
for us against a good team well because,11/28/2018,26
I wanted to match nas his unit against,11/28/2018,26
Pavelski and I just thought would marvel,11/28/2018,26
there that gave me know a model can help,11/28/2018,26
Maddie to but I thought I was gonna give,11/28/2018,26
Maddie a easier matchup tonight and and,11/28/2018,26
go that way so I thought that gave us,11/28/2018,26
the best and thank you you'll see more,11/28/2018,26
rotation once we get everyone back once,11/28/2018,26
we get Willie to I think you'll see more,11/28/2018,26
rotation just because it it doesn't,11/28/2018,26
really matter as much that makes any,11/28/2018,26
sense well you know I was just looking,11/28/2018,26
at your minor played 18 30 24 chefs 46,11/28/2018,26
seconds and he played one shift less and,11/28/2018,26
played right here was it say Matthew 14,11/28/2018,26
56 over 38 so obviously he was getting,11/28/2018,26
on and off the ice right you know so but,11/28/2018,26
he should be too you know your first,11/28/2018,26
couple games to get yourself corn I,11/28/2018,26
don't know if he's gonna go this way for,11/28/2018,26
a bit or if he can maintain a Baathist,11/28/2018,26
he's a real talented guy big guy smart,11/28/2018,26
guy and was good for us,11/28/2018,26
you don't even have Lilian you have guys,11/28/2018,26
like NASA marvel on the third line,11/28/2018,26
albeit just for tonight but is that what,11/28/2018,26
you've been talking about the whole time,11/28/2018,26
well we want to think he when you saw it,11/28/2018,26
last year in the spring we lost in the,11/28/2018,26
first round the team that beat us lost,11/28/2018,26
in the next round yeah you know when the,11/28/2018,26
team to beat them lost to they if you,11/28/2018,26
want to play four rounds you got to have,11/28/2018,26
lots of depth and real good players and,11/28/2018,26
so that's we're trying to create here,11/28/2018,26
the best Kent the guys have been given,11/28/2018,26
real good opportunity like theirs,11/28/2018,26
I mean we've had 12 four it's all your,11/28/2018,26
basically so they've been given a real,11/28/2018,26
good opportunity state a case for,11/28/2018,26
themselves and then as we get people,11/28/2018,26
back obviously things will change,11/28/2018,26
[Music],11/28/2018,26
yeah I never saw what you're seeing,11/28/2018,26
tonight but I mean you know I'd have to,11/28/2018,26
think about I don't know for sure I mean,11/28/2018,26
I think we can place so much faster than,11/28/2018,26
we're playing right now and I think,11/28/2018,26
we're going to you know we got to get,11/28/2018,26
practice in a little bit here and get,11/28/2018,26
her legs back and get jumping but,11/28/2018,26
obviously when we get everyone on deck,11/28/2018,26
will be a quick team I mean Willie can,11/28/2018,26
fly too so he was quick oh we're we're,11/28/2018,26
giving it to him pretty good,11/28/2018,26
your reactions to getting the player you,12/1/2018,27
said the team would sign and of course,12/1/2018,27
the ability to bend but not break well I,12/1/2018,27
thought you know obviously was good news,12/1/2018,27
for our Aki Club here today Kyle and,12/1/2018,27
Prince and the guys did a real good job,12/1/2018,27
getting that done I know I wouldn't have,12/1/2018,27
the patience for that kind of thing,12/1/2018,27
myself so it's good they were able to do,12/1/2018,27
it and you know Willie was ecstatic just,12/1/2018,27
in after obviously wants to be back here,12/1/2018,27
and and we want him back here so take us,12/1/2018,27
I don't know four or five days to get,12/1/2018,27
him in the lineup but then as soon as we,12/1/2018,27
can we'll get him in,12/1/2018,27
as far as tonight I thought we started,12/1/2018,27
okay and then I think I don't know if we,12/1/2018,27
thought it was going to be easy or,12/1/2018,27
whatever and then they're a big heavy,12/1/2018,27
team that play roast on in the neutral,12/1/2018,27
zone would turn the puck over and and,12/1/2018,27
they made in a hockey game and we were,12/1/2018,27
resilient and found a way to win well I,12/1/2018,27
mean he's competitive right and you know,12/1/2018,27
I thought the the break-up play from,12/1/2018,27
guards to Mitchie in the play there when,12/1/2018,27
shoots the backside and that was a great,12/1/2018,27
play by him there and then that play is,12/1/2018,27
another big play for us so you know good,12/1/2018,27
for him and good for our team we're,12/1/2018,27
gonna end up as a team with lots of,12/1/2018,27
depth and we're gonna end up becoming a,12/1/2018,27
real good hockey club I didn't think we,12/1/2018,27
had our ëiím at all in the second half,12/1/2018,27
of the game and yet we found a way to,12/1/2018,27
win that son a good team you were to,12/1/2018,27
judge the way we scored yes so the big,12/1/2018,27
goal at the end of giving her two game,12/1/2018,27
strips was like that the goal by hymen,12/1/2018,27
was like that are the go-ahead goal and,12/1/2018,27
then the goal by I meant was like that,12/1/2018,27
we we should play them 20 times worn in,12/1/2018,27
the playoffs you know we got to make the,12/1/2018,27
playoffs but we need to understand how,12/1/2018,27
heavy and how hard it is and we're fun,12/1/2018,27
to watch there's no question well but,12/1/2018,27
just cuz you're fun to watch doesn't,12/1/2018,27
mean you get to play a long time in the,12/1/2018,27
spring 12 and 3 went out shot by an,12/1/2018,27
opponent a lot of this aren't Freddie,12/1/2018,27
are you not that concern that maybe some,12/1/2018,27
of those shots aren't the quality that,12/1/2018,27
they could well we we track scored,12/1/2018,27
like crazy so when they're not we talk,12/1/2018,27
about that when there's too many scoring,12/1/2018,27
chances you know that's on us tonight,12/1/2018,27
there was too many scoring chances,12/1/2018,27
where do you what do you take from all,12/4/2018,28
of this whether it be resilience the,12/4/2018,28
ability to come back Austin and,12/4/2018,28
everything well your sub we found a way,12/4/2018,28
I you know what to start of the game,12/4/2018,28
they were quicker than us for whatever,12/4/2018,28
reason and then I thought we got a dolly,12/4/2018,28
and I thought we really took over the,12/4/2018,28
start of the second period that's kind,12/4/2018,28
of seven minutes of the first and,12/4/2018,28
started a second period and had the game,12/4/2018,28
you know in a good spot we in my opinion,12/4/2018,28
you know would turn the puck over full,12/4/2018,28
roll awesome face offs on another two,12/4/2018,28
but all in all we found a way to win,12/4/2018,28
obviously good players do good things,12/4/2018,28
Cappy had a real good chance there are,12/4/2018,28
no overtime as well and going mean a,12/4/2018,28
real good Savin yeah I mean you know if,12/4/2018,28
you know I'm and and I don't want to,12/4/2018,28
take anything away you got two goals,12/4/2018,28
tonight so but obviously is skating is,12/4/2018,28
conditioning there or there's nothing,12/4/2018,28
you can do I mean you're not going until,12/4/2018,28
you play some but the more he plays the,12/4/2018,28
more he gets through it the better he's,12/4/2018,28
gonna be and they're just that ability,12/4/2018,28
to keep pushing when you're in a battle,12/4/2018,28
it's tough and the ability to keep your,12/4/2018,28
legs going so anytime you've been off,12/4/2018,28
it's it's gonna take you some time and,12/4/2018,28
he knows that but he's good enough fire,12/4/2018,28
that he obviously is helping us in the,12/4/2018,28
meantime,12/4/2018,28
well I agree with you but I think if if,12/4/2018,28
you talked to him and just Alison,12/4/2018,28
specifically there's probably a number,12/4/2018,28
of times right now that he probably,12/4/2018,28
feels that a gas but you know what it is,12/4/2018,28
and then over time he can't get off,12/4/2018,28
anyway and then by the time it was he,12/4/2018,28
had a chance to get off there was about,12/4/2018,28
10 seconds left so or whatever it was so,12/4/2018,28
shot it in the United States always got,12/4/2018,28
a good release obviously you know I'd,12/4/2018,28
have to go through the game and Wow,12/4/2018,28
since I coached anybody I could shoot,12/4/2018,28
the puck like that but even shoot the,12/4/2018,28
puck not sure if you're aware of this,12/4/2018,28
but the Leafs have gotten the 20 wins,12/4/2018,28
to match the the fewest games to get to,12/4/2018,28
20 wins in franchise history,12/4/2018,28
last time it happens just 1934-35 does,12/4/2018,28
that mean anything to you I mean just,12/4/2018,28
means a lot to me one day I'm gonna,12/4/2018,28
retire and one day someone's gonna show,12/4/2018,28
me a sheet with all this stuff on it no,12/4/2018,28
I mean it's we're out the gate looks,12/4/2018,28
like Tampa wins every night to me were,12/4/2018,28
in real battle here with Buffalo you're,12/4/2018,28
in a battle to get better and you're in,12/4/2018,28
a battle for the standings at the same,12/4/2018,28
time but the way that division is it's,12/4/2018,28
going to be real tight all year it's,12/4/2018,28
going to be a lot of fun I think it's,12/4/2018,28
great I mean obviously we got a good,12/4/2018,28
team and we've got good young players,12/4/2018,28
and we think we're going in the right,12/4/2018,28
direction it's my fourth year in Toronto,12/4/2018,28
and it's gotten better every year and,12/4/2018,28
we're excited about our opportunity now,12/4/2018,28
we still got to get a lot better to get,12/4/2018,28
to do what we want to do so 20 games is,12/4/2018,28
great but you know we a lot of work,12/4/2018,28
today well that was real good I mean,12/4/2018,28
Hyman went to Lynette and tied up,12/4/2018,28
Bogosian so he couldn't play and then,12/4/2018,28
the other two basically two-on-one,12/4/2018,28
at the end Mitch's got that kind of,12/4/2018,28
ability the good players seem to keep,12/4/2018,28
making plays over and over or else,12/4/2018,28
there's no room for the rest of us but,12/4/2018,28
for the those few guys they seem to,12/4/2018,28
build well I think it is I mean I think,12/4/2018,28
you work Maddie and him teammates at one,12/4/2018,28
time you know and I think it was,12/4/2018,28
personal I think that's that's what you,12/4/2018,28
want you want best on best I mean you,12/4/2018,28
know I think in all sport at the highest,12/4/2018,28
